"case","model","min_MSE","q25","mean_MSE","median_MSE","q75","max_MSE","sd_MSE"
"pois_snorm","mixed",0.263569789990098,0.513184413533029,0.68591844702818,0.65322965165697,0.829477795898085,1.91236076586578,0.242984557874961
"pois_snorm","simple",0.277777935935392,0.530606677471646,0.708910958761299,0.674480965985123,0.856536233770333,1.91918266095735,0.250800210826378
"snorm_exp","ideal",0.00972885408597214,0.0105204966405707,0.0105870205390255,0.0106505112536708,0.0107092939439282,0.0107629226481617,0.000178200929015942
"snorm_exp","mixed",0.0505073615278288,0.211887138593364,0.561880834012479,0.346318621776522,0.542129121670764,5.82579475605044,0.732190546625165
"snorm_exp","simple",0.0505078179112338,0.229398466452387,0.645345936651106,0.378889084885993,0.655017837186176,7.59814222248517,0.897161749298964
"t_exp","ideal",0.00970328955621685,0.0105110286193591,0.0105780108189748,0.0106331926185207,0.0107090116904872,0.010764262936458,0.000187761345753164
"t_exp","mixed",0.0744060035646116,0.251006646385181,0.577591783930565,0.37280450885346,0.664691661377547,5.55659144670224,0.669226455951698
"t_exp","simple",0.0750712266152755,0.262848944280636,0.622447504465316,0.408779945835321,0.732014886617062,5.62634215524125,0.70384793484083
"t_norm","ideal",0.00965842528838611,0.0105189390089744,0.0105870529342102,0.010651976764582,0.0107102339235636,0.0107631557074984,0.000181945327923669
"t_norm","mixed",13.357229697541,37.1158875362195,47.1815501582216,46.1578283149362,56.1644179043928,94.7075631430379,13.823959848329
"t_norm","simple",13.7759080927243,38.8139058812534,48.7423036227823,47.5798567190758,58.6660584367476,94.7078740784708,14.1922287853625
"t_snorm","ideal",0.00975665489385507,0.0104887907049091,0.0105796992877238,0.0106248197920835,0.0107115495023442,0.0107642481393638,0.000174947252359575
"t_snorm","mixed",0.219242470924733,0.509544418386404,0.672221376096039,0.668010615596949,0.804091938078356,1.37717273567601,0.212558464724247
"t_snorm","simple",0.22250450349572,0.533311978291989,0.697651308412572,0.685685953473921,0.838599738521154,1.47370374619505,0.224825078732702
